idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
80,17041,Douglas County,-88.2228656,39.766078,1080558924.0,1079110222.0,1448702.0,19980,18427,1210,121,110,136,1,19714,17823,1424,236,153,134,44,19623,17712,1425,287,163,139,60,19740,17420,1565,194,164,362,29,19551,17593,1432,350,183,126,90,19714,17484,1491,331,194,145,45,14806,13881,720,48,76,98,1,14405,13535,611,96,89,52,10,14345,13400,687,106,76,37,4,14852,13307,1025,91,112,259,21,14852,13307,1025,43,81,28,6,22,340,14356,13375,732,132,67,56,5,14585,13455,812,152,62,88,0,19,8467,3228,5005,7722,2366,5356,8169,1949,5698,8077,1972,5599,6361,1416,4223,6415,1267,4987,7660,1858,5438,8738,2335,6227,8629,2494,5864,7329,1894,5232,6462,1801,4529,6515,1555,4778,6477,1576,4750,6494,1614,4744,6476,1969,4393,6481,1893,4461,6422,1670,4752,0.0,17,,,,
81,17163,St. Clair County,-89.9285459,38.4701976,1745303209.0,1703461064.0,41842145.0,270053,169857,8785,85621,5005,2037,517,263461,162965,10507,83450,5673,2302,276,262346,161700,10746,83242,6002,2297,243,257400,150496,12582,82628,6529,5759,604,261186,159367,11025,83580,6152,2072,236,256791,154225,11524,80292,6590,5755,224,201466,133996,5494,57752,3417,1450,320,197283,129938,5080,58059,2743,1073,55,196590,129084,5384,57827,2803,1112,40,197084,121841,7875,58653,4494,4158,381,197084,121841,7875,55588,2981,386,130,708,7575,196225,128170,5593,58168,2830,1051,13,194045,125356,6207,56299,3006,3189,10,618,126140,76152,47958,117249,67264,49985,121730,60756,53857,120176,68709,45998,98427,52603,40524,97847,50651,44601,115249,61296,49579,128090,68325,57150,126941,66801,55898,106656,55326,48098,88788,47634,39335,88843,45071,41154,88356,43894,42060,88307,44268,41604,88001,44153,41483,88378,45815,40405,88604,46330,42212,17966.115880205085,17,,,,
82,17189,Washington County,-89.4171873,38.3531405,1460506249.0,1457093544.0,3412705.0,14715,14259,197,144,64,55,5,14155,13607,201,204,89,47,8,14058,13495,203,210,93,49,7,13761,12976,224,168,93,222,35,13967,13410,203,158,132,48,6,13781,13152,212,169,29,199,0,11457,11206,121,52,31,45,4,11060,10830,95,52,31,40,4,10985,10745,100,57,37,34,4,10831,10307,147,97,64,157,12,10831,10307,147,56,48,10,7,15,241,10983,10660,104,50,104,44,0,10830,10510,126,93,14,120,0,0,8040,3342,4473,7216,2436,4780,7427,1448,5571,7268,2553,4417,6065,1536,4031,5889,1325,4345,6973,1686,5030,7902,1641,6115,7766,1914,5671,6764,1428,5162,5977,1425,4424,6083,1182,4739,5956,1081,4698,5992,1125,4739,5949,1159,4656,5960,1326,4504,6011,1063,4948,0.0,17,,,,
83,17171,Scott County,-90.4777707,39.6370016,654356582.0,649542036.0,4814546.0,5355,5246,43,19,19,30,3,5047,4899,62,29,21,27,10,5005,4840,64,25,15,50,13,4949,4747,48,41,25,86,16,4982,4806,58,28,32,28,30,4899,4686,67,0,51,88,0,4083,4021,28,5,11,19,1,3895,3855,12,4,8,18,0,3890,3810,40,4,8,29,0,3866,3733,35,23,17,56,13,3866,3733,35,1,11,1,1,2,82,3884,3775,40,9,21,31,0,3830,3710,44,0,24,58,0,0,2645,1090,1455,2462,889,1573,2608,535,1966,2561,848,1606,2065,388,882,1985,461,1469,2335,559,1645,2737,572,2114,2681,705,1930,2330,484,1809,2083,465,1588,2116,378,1702,2084,373,1677,2085,371,1680,2075,426,1617,2078,501,1550,2071,414,1657,0.0,17,,,,
84,17159,Richland County,-88.0854523,38.7121872,937358875.0,932484098.0,4874777.0,16233,15673,205,131,150,76,10,15881,15153,264,195,182,94,0,15766,15008,270,201,200,87,0,15813,14813,273,172,207,272,12,15677,14843,272,205,200,88,0,15716,14804,283,274,168,103,0,12625,12280,110,59,110,65,9,12070,11795,58,53,83,89,0,12005,11695,75,63,93,88,0,12246,11599,146,94,132,195,0,12246,11599,146,59,92,28,0,19,303,11917,11578,90,58,98,89,0,11970,11620,110,82,85,66,0,0,7723,3179,4326,7083,2323,4760,7684,1584,5739,7461,2208,4900,6036,1800,3692,5917,1488,4282,7112,1778,5080,8063,1830,6089,7913,1932,5777,6991,1516,5300,6205,1462,4608,6315,1188,4950,6187,1236,4786,6196,1248,4792,6167,1305,4698,6192,1473,4583,6167,1289,4878,0.0,17,,,,
85,17129,Menard County,-89.7941326,40.0225693,816909767.0,814269349.0,2640418.0,12705,12320,121,123,54,101,3,12367,11832,185,120,99,84,38,12306,11763,188,86,80,188,0,12297,11502,160,214,95,279,9,12261,11702,191,195,93,126,0,12284,11684,164,247,128,139,0,9704,9484,70,50,34,69,2,9605,9280,84,39,85,74,40,9585,9255,94,44,46,158,0,9507,9026,91,79,55,199,5,9507,9026,91,43,33,18,2,20,274,9513,9230,86,23,49,78,0,9470,9210,54,30,49,86,0,50,6530,2706,3672,6031,2098,3933,6515,1817,4231,6411,1773,4278,5379,1619,3049,5389,1445,3780,6187,1767,4124,6928,2022,4764,6845,2095,4606,5962,1753,4028,5284,1655,3469,5281,1567,3548,5251,1517,3604,5268,1531,3632,5253,1730,3431,5270,1919,3253,5212,1532,3680,0.0,17,,,,
86,17065,Hamilton County,-88.5390093,38.0852273,1128903666.0,1125731578.0,3172088.0,8457,8234,105,43,36,48,4,8221,7920,198,31,49,23,0,8176,8070,61,33,12,0,0,7993,7574,96,92,52,178,9,8151,7811,123,26,55,106,30,8008,7615,158,8,34,155,24,6526,6380,70,20,23,39,2,6370,6185,100,23,25,25,0,6345,6275,34,35,4,0,0,6177,5906,52,46,32,122,9,6177,5906,52,27,9,12,0,0,171,6346,6116,76,24,19,76,20,6240,5940,114,8,29,114,25,0,4337,1796,2353,3766,1229,2537,4166,802,3206,3964,1628,2171,3431,881,2076,3367,824,2432,3840,980,2722,4315,824,3432,4158,1112,2931,3705,757,2877,3401,844,2502,3458,577,2819,3322,595,2638,3367,620,2675,3328,664,2597,3366,840,2475,3411,581,2830,0.0,17,,,,
87,17193,White County,-88.1786227,38.0873259,1299832899.0,1281999217.0,17833682.0,14665,14308,158,80,50,97,10,14025,13537,198,201,51,32,10,13868,13348,202,130,111,56,26,13877,13007,188,176,121,291,37,13712,13195,207,168,48,95,11,13834,13280,205,145,80,99,21,11600,11361,101,51,32,78,7,10850,10615,95,121,14,36,0,10745,10465,98,96,37,54,4,10993,10373,131,110,72,224,27,10993,10373,131,71,49,22,15,15,317,10745,10353,172,128,29,75,1,10815,10485,137,80,16,76,4,27,7540,3315,3987,6848,2130,4718,7335,1412,5640,7093,2408,4356,5817,1480,3891,5714,1312,4225,6715,1595,4897,7421,1517,5791,7269,1686,5400,6420,1272,5024,5679,1275,4316,5764,878,4766,5656,968,4565,5669,990,4558,5657,1047,4444,5657,1207,4342,5666,1060,4606,90579.38670596007,17,,,,
88,17039,De Witt County,-88.9018526,40.1814993,1049170649.0,1029678323.0,19492326.0,16561,15855,354,143,99,98,10,16042,15194,430,91,5,315,10,15932,15074,436,97,5,306,12,15516,14370,510,213,118,247,44,15764,14887,445,261,76,96,0,15535,14631,470,287,106,184,0,12739,12340,191,75,65,59,7,12375,11950,151,68,8,189,14,12340,11870,193,68,4,174,14,12184,11459,302,101,76,191,25,12184,11459,302,65,32,16,7,12,291,12227,11795,249,90,74,66,0,12110,11600,251,110,91,83,0,10,7896,3307,4345,7163,2594,4569,7543,1910,5077,7475,1943,5009,6161,1539,3981,6203,1487,4510,7148,1876,4909,8024,2191,5632,7900,2451,5140,6815,1883,4722,6086,1784,4152,6150,1599,4352,6103,1587,4363,6120,1493,4479,6089,1754,4163,6100,1863,4100,6020,1562,4458,0.0,17,,,,
89,17155,Putnam County,-89.2983474,41.1989613,445844360.0,414649315.0,31195045.0,6006,5654,252,53,24,23,12,5746,5300,308,61,43,52,0,5721,5262,320,62,60,32,0,5637,5073,348,39,42,109,11,5720,5246,333,49,70,32,0,5628,5116,353,36,50,24,15,4727,4521,155,21,13,19,4,4535,4290,164,31,33,28,0,4570,4280,180,31,42,26,0,4555,4181,214,24,26,73,9,4555,4181,214,17,16,6,4,8,109,4574,4252,201,28,37,27,0,4495,4185,235,30,33,28,0,4,3366,1900,1378,3049,1554,1495,3111,1147,1767,3013,1255,1587,2538,1088,1217,2492,1058,1353,2944,1210,1602,3390,1338,1993,3297,1459,1706,2994,1217,1681,2750,1233,1464,2798,1080,1622,2724,1038,1605,2754,1030,1661,2700,1078,1553,2748,1242,1457,2748,1085,1663,0.0,17,,,,
90,17169,Schuyler County,-90.6134641,40.1569048,1143113516.0,1132602884.0,10510632.0,7544,7163,90,253,14,33,2,7064,6400,29,546,11,78,0,6953,6166,67,659,10,65,0,6902,6157,152,353,57,187,11,6897,6393,59,389,13,52,0,6879,6289,173,317,45,63,0,5964,5658,57,217,10,26,1,5600,5065,30,414,10,73,0,5445,4925,44,399,10,63,0,5621,5085,95,258,45,145,10,5621,5085,95,221,19,24,2,10,165,5651,5218,43,325,15,56,0,5610,5190,100,233,27,68,0,0,3868,1900,1833,3803,1729,2074,3828,1075,2524,3752,1612,1943,3077,973,1525,3040,887,2023,3518,1126,2206,3906,1068,2773,3846,1283,2448,3485,998,2388,3127,1007,2027,3228,817,2307,3147,790,2265,3180,803,2282,3153,895,2173,3169,1012,2090,3158,865,2293,0.0,17,,,,
91,17177,Stephenson County,-89.6659942,42.3497262,1462742284.0,1461392061.0,1350223.0,47711,40612,1406,5085,428,298,44,45433,37665,1725,5347,445,350,42,45098,37185,1787,5400,464,333,56,44630,35405,2254,5621,509,783,57,44683,36541,1858,5542,527,432,78,44482,36010,2036,5650,497,253,2,36900,32629,795,3028,285,200,24,35160,30715,783,3302,191,146,0,34955,30410,850,3363,211,123,0,35131,29317,1340,3452,343,543,33,35131,29317,1340,3044,251,59,7,98,1015,34754,30089,923,3404,212,132,0,34555,29825,946,3471,188,127,0,4,21722,11349,9909,20641,10131,10510,20343,7768,11083,20117,7411,11453,16194,5760,8560,16330,5764,10146,19329,7424,10953,22047,9055,12521,21798,9043,11954,18887,7464,10797,16660,6914,9393,16758,6303,9897,16502,5797,10229,16541,5723,10146,16470,6050,9985,16540,6455,9671,16556,6419,10115,43133.03773782636,17,,,,
92,17181,Union County,-89.2446391,37.4856521,1093271687.0,1070730016.0,22541671.0,17808,16454,863,261,106,202,21,17127,15591,876,417,114,157,0,16968,15452,880,435,116,141,43,17244,15331,867,356,136,443,29,16829,15299,888,454,119,148,44,17122,15511,907,366,127,210,60,13980,13142,498,158,63,155,10,13280,12520,337,202,73,135,0,13150,12395,377,192,63,141,0,13732,12416,537,266,84,338,19,13732,12416,537,203,42,40,11,14,469,13117,12244,445,188,58,136,0,13430,12470,500,254,47,121,0,45,9185,3918,5003,8074,3118,4956,8629,2402,5790,8444,3843,4231,7498,2875,3794,7342,2467,4648,8208,2868,4999,8886,2579,6161,8797,3102,5465,7810,2331,5284,6973,2319,4514,7027,1839,4988,6907,1876,4850,6909,1904,4822,6884,1947,4773,6954,2417,4419,7019,1806,5208,32711.269142799283,17,,,,
93,17091,Kankakee County,-87.8611165,41.1395105,1764560330.0,1752101352.0,12458978.0,113449,83218,10167,18489,1365,859,77,111061,80148,11317,18054,1444,626,50,110637,79624,11504,17897,1446,658,51,107502,73591,12520,17685,1549,2188,93,109924,78444,11681,17784,1466,682,14,107421,75035,12337,17340,1552,1164,46,84695,65484,5996,12028,905,563,52,82225,64350,4701,11937,788,337,0,82325,64125,4918,11983,888,354,0,82954,59881,7929,12234,1106,1604,70,82954,59881,7929,11245,865,147,13,230,2644,82069,63661,4965,11906,961,358,0,80535,61175,6167,11737,976,350,0,134,48130,24700,22514,44673,21569,23104,47305,18971,25129,46567,20901,22850,36666,14595,19249,36571,14828,20635,44294,18215,23807,49902,20271,28532,49440,19754,26505,41848,16778,23454,35156,14819,19522,35292,13287,20842,35155,13616,20493,35190,14115,20134,34966,13879,20046,35145,15475,18895,34975,13720,21236,32037.217318278163,17,,,,
94,17027,Clinton County,-89.4262278,38.6062953,1303136428.0,1227502166.0,75634262.0,37762,34766,1058,1500,269,201,32,37628,34442,1166,1566,327,177,4,37633,34411,1175,1575,322,182,14,36899,32845,1387,1430,370,655,34,37549,34219,1189,1597,332,174,11,36998,33694,1220,1518,345,403,19,29180,26896,714,1270,177,146,21,29300,27145,501,1319,164,166,0,29305,27120,541,1329,162,171,0,28856,25853,958,1138,262,460,24,28856,25853,958,1026,147,61,2,65,744,29284,27029,542,1335,168,161,0,28690,26705,472,1201,190,136,0,31,17465,7657,9357,16127,5595,10532,17419,3945,12412,17170,6419,10049,14078,3874,9112,13820,3537,9899,16653,4536,11501,19170,4493,14304,18990,5329,13162,16538,3919,12182,14808,3856,10662,14900,3114,11423,14746,3056,11295,14720,3066,11329,14664,3117,11252,14741,3667,10740,14719,2956,11763,0.0,17,,,,
95,17085,Jo Daviess County,-90.2114705,42.3623905,1602175276.0,1556385345.0,45789931.0,22678,21681,609,184,107,122,15,21834,20695,648,244,144,104,29,21588,20436,654,256,148,105,10,22035,20354,856,248,168,326,11,21429,20255,662,260,148,124,7,21942,20498,725,330,262,150,100,17963,17367,362,79,66,94,9,17400,16915,165,111,83,87,14,17210,16740,172,135,78,79,8,17812,16768,519,116,104,219,8,17812,16768,519,71,76,24,3,41,310,17143,16653,190,122,72,83,0,17780,17065,402,162,98,92,19,15,11849,6403,5170,11199,5666,5533,11334,4462,6121,11110,4525,5988,9113,3602,4900,9166,3646,5283,10826,4375,6036,12495,5109,7166,12271,5061,6856,10621,4274,6055,9469,3943,5355,9533,3754,5486,9429,3560,5612,9466,3529,5669,9440,3640,5585,9459,3903,5358,9463,3753,5710,109632.83539717141,17,,,,
96,17199,Williamson County,-88.9300182,37.7303533,1150809422.0,1088338913.0,62470509.0,66357,60719,1301,3086,728,597,38,67299,60494,1749,3725,999,498,71,67102,60188,1771,3788,1016,548,96,67153,58193,1779,3844,1079,1764,28,66929,59825,1807,3771,1051,709,86,67120,59415,1919,3229,1163,1504,44,51665,47973,830,1963,487,455,20,52115,47915,1052,2417,397,373,0,51895,47655,1055,2452,335,381,0,52532,46371,1124,2459,741,1343,25,52532,46371,1124,2108,595,212,9,131,1982,51752,47478,1079,2411,364,324,0,51830,47510,957,2005,414,906,0,39,30332,12589,17039,28488,10570,17918,31852,8581,21570,31168,13518,16075,26890,9440,14471,27012,8556,17717,30379,10243,18862,33652,10206,22801,33116,11473,20679,28761,8598,19447,25112,8067,16665,25133,6821,17723,24924,6843,17525,24966,6840,17624,24879,7132,17219,25002,8567,16025,25086,6812,18274,0.0,17,,,,
97,17125,Mason County,-89.9135746,40.2369926,1459663361.0,1396914848.0,62748513.0,14666,14296,117,96,62,99,3,13778,13308,147,197,40,79,6,13621,13138,153,177,54,87,21,13086,12339,184,147,68,305,11,13486,13002,157,181,51,87,14,13074,12534,178,167,98,90,8,11439,11198,77,51,37,76,3,10890,10570,122,117,28,64,0,10795,10440,128,92,39,64,0,10430,9922,120,66,50,246,7,10430,9922,120,32,26,24,0,3,303,10691,10305,126,95,10,62,0,10365,9975,148,111,46,68,0,12,6925,3542,3141,6209,2901,3308,6486,2014,4058,6393,2301,3708,5193,1790,2599,5129,1728,3188,6060,2035,3709,6766,1985,4654,6665,2387,4075,5675,1804,3721,4968,1739,3135,5003,1468,3361,4944,1478,3324,4985,1436,3417,4950,1674,3146,4967,1780,3089,4906,1466,3440,0.0,17,,,,
98,17105,Livingston County,-88.5528518,40.8943761,2708959693.0,2702983878.0,5975815.0,38950,34903,1532,2134,264,201,14,36324,32418,1627,1798,376,214,0,36040,32131,1647,1790,385,207,13,35815,31518,1859,1484,285,637,41,35757,31792,1707,1756,348,193,11,35771,31790,1827,1651,339,157,12,30192,27098,977,1826,183,143,8,28045,25515,813,1366,234,141,0,27820,25315,825,1277,248,136,0,27963,24950,1199,1099,205,449,19,27963,24950,1199,958,142,27,0,62,625,27643,25148,942,1227,198,145,0,27695,25185,1014,1204,212,95,0,12,15870,6189,9190,14654,4931,9723,15269,4023,10208,15159,4019,10169,12004,3345,7431,12024,3235,8487,14608,3961,9978,17174,4615,12208,16933,4969,11258,14409,3812,10187,12810,3554,9020,12936,3253,9315,12788,2994,9522,12895,2547,10106,12781,3187,9305,12793,3483,9079,12694,2973,9721,0.0,17,,,,
99,17191,Wayne County,-88.4324302,38.4318573,1853035342.0,1848810380.0,4224962.0,16760,16340,176,63,96,98,5,16487,15872,81,384,74,86,9,16402,15777,102,365,84,96,17,16179,15400,182,148,89,271,12,16309,15683,256,233,62,108,14,16127,15445,278,147,122,129,6,12980,12728,106,25,58,67,2,12685,12310,61,206,35,61,0,12615,12230,75,171,40,64,0,12412,11892,114,72,52,205,4,12412,11892,114,48,37,26,1,24,270,12557,12173,144,105,17,72,0,12295,12050,49,69,41,90,0,16,8167,2547,5390,7448,1447,6001,8305,1048,6967,7947,1924,5616,5926,1015,4340,5864,883,4846,7364,1166,5958,8486,1187,7176,8307,1401,6708,7517,986,6384,6770,1056,5610,6908,651,6140,6771,766,5869,6769,767,5873,6716,788,5805,6782,1019,5665,6740,815,5925,0.0,17,,,,
100,17089,Kane County,-88.4280395,41.9395938,1357624605.0,1345149889.0,12474716.0,515248,304031,158390,33594,21080,5055,481,530839,304340,168385,34562,24920,5297,568,531368,303160,169360,34535,25510,6640,551,516522,282307,169595,33754,26736,15613,641,531756,301506,169901,35008,25967,6846,516,517254,287176,168609,34231,26207,8822,905,366058,234547,97029,20676,14000,3117,326,340075,240450,64388,20472,13050,1402,38,345235,240750,68238,20587,13693,1490,54,388814,229568,113428,22645,18929,10681,444,388814,229568,113428,19176,16423,414,98,1010,8697,350192,240814,72271,20961,14357,1450,40,347780,232714,77973,20457,14610,1562,37,607,193622,106730,83939,178357,90148,88209,199687,103665,82734,197741,97088,87886,169707,81310,77289,169689,85027,80217,199471,103303,86845,231863,130166,96775,230012,122627,96270,188650,101990,80402,157941,86477,68771,157759,84777,68064,157532,84499,70071,157647,84042,70555,156733,81628,72008,157430,86518,68185,157709,87519,70190,0.0,17,,,,
101,17069,Hardin County,-88.2661478,37.5178517,469920855.0,459435094.0,10485761.0,4320,4171,56,24,26,42,7,4009,3793,69,135,10,13,0,3939,3727,37,119,47,9,0,3649,3374,65,40,43,110,16,3890,3737,30,110,0,13,0,3665,3547,38,60,0,19,0,3444,3344,32,11,16,36,5,3305,3145,28,118,4,14,0,3255,3125,16,113,4,8,0,2985,2819,32,18,19,87,12,2985,2819,32,9,15,0,0,0,110,3331,3203,8,103,0,11,0,3150,3080,14,39,0,10,0,4,2277,892,1330,2262,731,1531,2148,420,1653,2072,865,1137,1622,558,835,1589,431,1098,1921,543,1307,2162,449,1691,2073,591,1431,1872,401,1427,1650,402,1220,1684,284,1339,1636,305,1275,1649,302,1302,1635,318,1277,1640,400,1210,1653,300,1353,48301.34713038478,17,,,,
