idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
65,18137,Ripley County,-85.2604937,39.1002257,1160474216.0,1156231104.0,4243112.0,28818,27879,445,129,190,199,11,28425,27146,512,216,324,208,3,28391,27126,520,148,384,197,5,28995,27213,541,202,269,634,8,28457,27089,526,120,396,197,13,28990,27501,533,105,466,173,0,21228,20664,252,59,120,136,8,21475,20730,258,147,165,179,0,21395,20750,208,80,175,179,0,22283,21111,331,117,179,454,5,22283,21111,331,49,137,34,0,33,588,21509,20834,240,64,219,147,0,22020,21320,244,74,244,137,0,0,12252,4187,7794,10712,3202,7510,12935,2471,9806,12875,3182,9227,12782,3540,8948,12466,2437,10029,9469,2350,6880,12634,2813,9546,14264,2774,11261,14207,2231,9518,13912,2841,11071,0.0,18,,,,
66,18161,Union County,-84.9251523,39.6231109,427807095.0,417480470.0,10326625.0,7516,7280,82,47,40,59,13,7153,6838,128,5,142,40,0,7114,6788,126,15,167,29,0,7087,6765,74,61,73,118,24,7140,6777,155,19,156,46,0,7041,6650,160,53,53,139,0,5631,5492,49,25,22,42,4,5500,5415,0,8,43,40,0,5485,5395,20,8,33,30,0,5487,5272,48,39,48,93,10,5487,5272,48,18,27,11,0,7,104,5519,5404,33,8,43,46,0,5530,5290,50,39,28,130,0,0,3374,1220,2058,3029,1011,2018,3315,715,2445,3290,901,2252,3262,936,2179,3173,692,2481,2504,682,1749,3183,779,2318,3483,736,2688,3459,603,2533,3336,711,2625,22789.839613425815,18,,,,
67,18047,Franklin County,-85.0669641,39.409762,1012814127.0,995658281.0,17155846.0,23087,22600,210,79,82,129,14,22842,22704,25,43,70,3,0,22771,22050,183,301,237,6,0,22785,21790,219,112,146,434,18,22750,21988,267,354,122,7,0,22850,21981,294,276,151,112,0,17054,16769,110,30,52,96,10,17350,17270,18,25,43,0,0,17205,16920,110,60,105,0,0,17422,16757,127,52,94,324,15,17422,16757,127,14,66,25,1,17,415,17303,16950,167,60,117,11,0,17535,17070,177,40,155,106,0,0,10670,3404,7018,10332,2898,7434,11097,1969,8669,10911,2625,7926,10749,2697,7795,10467,1903,8564,8392,1869,6304,10702,2218,8271,11997,2137,9691,11822,1690,8633,11264,2120,9144,24144.48227630197,18,,,,
68,18005,Bartholomew County,-85.8979988,39.205843,1060683953.0,1053968848.0,6715105.0,76794,66817,4762,1937,2846,522,128,81893,67423,5423,2479,6091,656,138,82481,67210,5572,2658,6557,681,175,82208,64395,7257,2863,5844,1691,145,83280,67114,6018,2672,7076,715,170,82371,65268,6513,3008,7183,663,64,57434,51066,2846,1175,2056,365,72,56045,52130,1492,1328,791,322,10,56525,52225,1547,1384,1108,296,15,62440,50688,4371,1803,4157,1245,88,62440,50688,4371,1335,3939,107,32,193,1775,57034,52309,1800,1405,1177,333,0,56420,51110,2080,1254,1505,415,0,70,30310,13238,16596,28671,10589,18082,32716,9841,20639,32249,11354,19050,32063,11869,19062,30981,8789,22192,26516,10071,15222,32325,11340,19816,36216,12934,22410,36037,9013,21959,34865,12151,22714,0.0,18,,,,
69,18017,Cass County,-86.3551685,40.7537986,1074450432.0,1067448391.0,7002041.0,38966,32624,4897,787,497,351,45,38084,30638,5667,805,806,296,32,37880,30194,5817,842,856,299,236,37870,28744,6675,975,739,978,45,37727,29809,5922,868,941,264,202,37820,29009,6371,901,834,422,245,28873,25177,2807,433,323,253,25,26780,24480,1285,451,307,231,4,26765,24305,1508,454,263,238,4,28711,22966,4064,612,497,720,27,28711,22966,4064,427,390,82,7,44,731,27110,24116,1861,469,404,206,19,27120,23935,2320,390,254,216,0,29,15774,7011,8346,13785,5357,8428,14209,3759,9701,14246,4927,8306,14232,5662,8059,13887,3838,10049,11450,4061,6617,13951,4486,8938,15189,4304,10552,15146,3373,8833,14984,4478,10506,0.0,18,,,,
70,18015,Carroll County,-86.5651412,40.5849801,971293736.0,964057413.0,7236323.0,20155,19188,711,111,52,112,8,19994,18811,787,158,134,101,35,20074,18853,814,292,60,53,11,20306,18727,823,256,103,320,13,20137,18837,867,196,144,80,12,20397,18891,959,237,127,136,4,15198,14636,421,39,35,85,6,15175,14720,256,57,65,65,4,15360,14790,319,172,40,39,4,15504,14528,492,126,74,234,2,15504,14528,492,80,38,23,0,28,315,15448,14830,358,111,54,68,0,15740,14985,457,141,34,84,0,20,8825,3736,4858,7615,2607,5008,8701,1892,6273,8684,2522,5512,8659,2923,5381,8426,1933,6493,6914,2071,4518,8624,2309,5988,9495,2224,7086,9510,1569,6077,9466,2399,7067,0.0,18,,,,
71,18107,Montgomery County,-86.8927145,40.0402962,1309098242.0,1307030255.0,2067987.0,38124,35374,1739,496,287,259,25,38276,35246,1827,659,394,257,54,38287,35177,1836,679,423,286,72,37936,33748,2281,607,391,779,50,38295,35084,1872,797,420,272,66,38018,34302,1962,725,348,322,60,28985,27287,1080,256,198,189,16,28725,27430,492,330,275,206,10,28815,27415,535,320,267,240,10,29215,26449,1476,336,269,591,22,29215,26449,1476,239,189,61,11,45,745,28971,27548,498,321,341,236,11,28505,27245,492,343,160,209,19,54,15379,6013,9060,14089,4229,9860,15272,3362,11059,15187,4393,9808,15167,5201,9412,14634,3127,11507,12539,3518,8362,15253,4077,10638,17198,4213,12659,17184,2812,10587,16414,4011,12403,0.0,18,,,,
72,18051,Gibson County,-87.5805231,38.3173981,1293220281.0,1262317070.0,30903211.0,33503,31752,441,913,211,239,9,33596,31602,523,1046,218,248,30,33656,31492,545,1192,227,272,38,33011,30159,680,1107,305,585,34,33711,31305,568,1266,233,264,36,33006,30005,649,1121,291,272,194,25358,24297,267,527,135,166,5,25510,24450,246,522,98,147,0,25415,24355,237,547,89,140,0,25160,23303,433,648,200,445,16,25160,23303,433,475,167,50,12,77,643,25294,24261,203,587,94,143,0,24785,23605,197,550,121,167,140,38,15250,6455,8449,14403,4891,9512,15484,3721,11081,15515,5519,9220,15516,5969,9203,14990,4053,10937,12512,4001,8040,15118,4883,9857,16161,4023,11817,16130,2990,11607,15933,6122,9811,53273.02802768204,18,,,,
73,18165,Vermillion County,-87.4620713,39.8540452,673170407.0,665275343.0,7895064.0,16212,15862,130,68,57,92,16,15560,15025,57,239,98,94,22,15539,14984,137,229,80,97,6,15439,14692,168,123,99,235,31,15485,14937,208,166,86,95,8,15488,14826,241,186,75,110,21,12468,12255,76,29,34,69,11,12055,11710,34,149,60,72,0,12005,11680,91,114,40,80,4,12148,11610,109,58,76,188,17,12148,11610,109,22,42,23,11,13,318,11994,11670,90,90,50,65,2,12060,11670,115,110,49,86,14,20,7232,4003,3010,6406,2986,3420,6973,2081,4513,6902,3197,3247,6875,3339,3279,6580,2568,4012,5582,2189,3001,6814,2555,3997,7480,2145,5184,7386,1531,4938,7155,2428,4727,60224.07587043422,18,,,,
74,18065,Henry County,-85.3973629,39.9295911,1022610016.0,1014957932.0,7652084.0,49462,46933,691,1326,255,310,26,48483,45405,843,1605,322,330,31,48255,45115,878,1662,328,337,28,48914,45105,977,1538,365,795,43,48158,44984,916,1664,329,340,7,48913,45358,1015,1745,349,422,43,38418,36583,436,1027,165,242,14,38270,36120,489,1232,135,281,10,38210,35975,508,1249,214,264,10,39055,36274,652,1138,236,605,31,39055,36274,652,964,158,49,4,79,875,38080,35953,561,1265,81,247,1,38860,36470,594,1356,191,251,0,33,21456,10059,10896,18442,7577,10865,20290,5124,13895,20161,6915,11664,20116,7551,10769,19413,5249,14164,15693,5171,9569,19611,6032,12627,21021,5544,15043,21061,4128,12491,20773,6084,14689,0.0,18,,,,
75,18049,Fulton County,-86.265006,41.0503837,961572682.0,954133346.0,7439336.0,20836,19438,882,244,129,181,9,20212,18601,1029,326,88,168,12,20091,18435,1044,290,173,173,11,20480,18452,1068,307,144,399,9,20069,18375,1060,341,132,217,7,20420,18398,1121,432,86,185,0,15673,14830,515,134,86,129,5,15040,14305,275,248,35,170,10,14985,14205,340,227,37,173,10,15582,14304,633,166,99,297,5,15582,14304,633,101,65,57,0,29,393,14895,14171,321,253,23,102,0,15230,14335,496,277,24,91,0,0,9067,3700,5145,7932,2609,5323,8437,1960,6010,8424,2793,5076,8412,2977,5142,8172,2022,6150,7008,2539,4154,8383,2482,5611,9144,2280,6694,9123,1603,5436,8962,2401,6561,0.0,18,,,,
76,18127,Porter County,-87.0713128,41.5099144,1351505294.0,1082885598.0,268619696.0,164343,141243,13933,5884,2690,1340,127,168041,140490,16449,7633,3096,1026,459,168659,140320,16816,7987,3146,1065,404,173215,136993,18904,9575,3479,3785,193,169482,139571,17335,8332,3152,1159,136,173355,140325,18657,8903,3395,1359,142,124422,110051,8422,3468,1878,900,83,127970,110950,10178,4332,1415,715,125,128825,111085,10724,4567,1368,727,125,134936,110578,12222,6142,2492,2786,132,134936,110578,12222,5163,1831,216,38,406,4482,129615,111491,10883,5108,1356,736,39,133210,113200,11912,5705,1469,776,15,77,73827,39178,33687,71593,37206,34387,78266,33676,38832,76777,36828,35629,76914,41563,32913,74175,36163,38012,64795,33390,29368,77982,37434,38024,86410,39746,45008,86524,33397,45996,85532,39256,46276,23992.26117858403,18,,,,
77,18055,Greene County,-87.0047712,39.0471466,1413903520.0,1404983901.0,8919619.0,33165,32343,322,111,148,232,15,32295,31235,446,237,182,258,52,32159,31071,468,245,185,259,47,30803,29035,551,206,203,687,30,32174,30935,531,213,186,243,52,30900,29555,594,220,180,288,0,25282,24776,183,47,93,181,12,25035,24450,162,90,88,165,20,24990,24365,183,85,102,175,15,24000,22823,293,85,125,511,24,24000,22823,293,33,80,60,4,46,661,25054,24330,166,97,129,195,20,24095,23350,227,166,110,240,0,4,13770,5709,7689,12780,4331,8449,13861,2929,10277,13631,5062,7866,13756,6610,6834,12794,3379,9415,10770,3312,6947,13448,4149,8940,14782,3389,11103,14694,2511,9579,14437,3859,10578,0.0,18,,,,
78,18139,Rush County,-85.4665291,39.6223616,1057907670.0,1057069330.0,838340.0,17392,16839,190,210,66,82,8,16704,16006,266,328,54,56,0,16637,15919,275,356,43,65,0,16752,15876,252,232,102,270,20,16632,15896,283,376,30,50,0,16716,15874,303,299,53,113,0,13085,12767,111,103,44,61,5,12860,12435,134,230,30,40,0,12785,12380,114,230,29,44,0,12896,12346,133,127,72,198,9,12896,12346,133,74,34,19,3,21,266,12907,12389,121,291,6,35,0,12950,12460,195,177,24,106,0,0,7697,3228,4270,6833,2206,4627,7266,1525,5292,7155,2238,4472,7141,2440,4393,6927,1351,5576,6083,1690,3991,7194,1896,5001,7932,1754,6035,7880,1215,4949,7633,1871,5762,0.0,18,,,,
79,18163,Vanderburgh County,-87.5861659,38.0200703,613462298.0,604506363.0,8955935.0,179703,153080,3873,19012,2666,1168,237,181313,152149,4685,20044,3075,1050,378,181291,151571,4814,20441,3214,1033,362,180136,143444,6313,22165,3484,3646,835,181548,150944,5034,20913,3300,1019,401,179900,147455,5426,21450,3329,1201,512,139807,122856,2416,11922,1809,878,144,139365,122375,1786,12750,1450,857,25,139220,121940,1803,12963,1567,818,10,141188,116710,3953,14488,2481,2772,482,141188,116710,3953,12664,1919,272,379,377,4914,139350,121738,1768,13271,1746,787,10,137984,119639,2253,13515,1671,795,65,96,77728,39368,37449,71064,31704,39360,73375,28530,40496,72726,32077,36835,72487,32370,38188,69979,27626,42353,58520,27183,29375,71816,32512,37232,77581,34415,41844,77390,27242,46490,77212,40531,36681,56228.88721820129,18,,,,
80,18081,Johnson County,-86.0942641,39.496092,833434670.0,829870735.0,3563935.0,139654,128903,4270,2365,3360,878,140,151564,135959,5286,4283,5196,848,109,153707,136795,5498,4603,5755,870,163,161765,136748,6394,5848,8669,3268,208,156148,137744,5711,4798,6585,914,157,161952,139567,6230,5798,8242,1025,174,102754,96133,2481,1324,2223,621,75,110430,103230,2234,2093,2195,603,0,112130,104295,2234,2288,2570,638,0,121314,105312,3836,3246,5877,2371,130,121314,105312,3836,2562,5319,207,54,376,3648,114378,105460,2695,2625,2844,668,0,119335,108105,3129,3352,3896,700,45,73,58755,21553,36487,56721,17244,39477,67147,17318,45456,66982,19897,43317,66752,22263,42465,65170,16059,49111,51902,17479,32540,67347,20781,44368,77573,24736,51219,77274,17630,47467,74461,23159,51302,0.0,18,,,,
81,18119,Owen County,-86.8388453,39.3173394,1004478016.0,997909074.0,6568942.0,21575,20983,198,116,108,172,6,20878,20097,259,237,160,217,0,20835,20032,262,145,170,278,0,21321,19874,297,237,165,624,24,20854,20027,271,84,175,350,0,21361,20419,287,181,195,281,0,16564,16190,128,60,65,120,4,16325,15780,164,101,88,173,0,16305,15785,133,47,87,274,0,16803,15815,178,117,99,474,18,16803,15815,178,61,50,32,0,38,629,16391,15816,133,9,88,341,0,16970,16315,193,144,75,248,0,4,8197,3570,4415,7874,2811,5063,8616,1946,6153,8534,2642,5333,8493,3073,5085,8174,2109,6065,7194,2210,4601,8673,2447,5893,9904,2420,7286,9846,1852,5857,9518,2597,6921,0.0,18,,,,
82,18023,Clinton County,-86.4775665,40.305944,1049580311.0,1049119194.0,461117.0,33224,28349,4395,229,124,212,25,32301,26671,5028,491,151,152,48,32262,26498,5118,391,160,118,56,33190,25808,6142,411,167,671,50,32186,26332,5174,553,154,138,33,33020,26600,5611,718,187,153,9,24375,21633,2454,101,80,143,11,22255,20565,1281,144,94,126,19,22150,20445,1296,153,118,109,34,24551,20008,3712,215,97,482,35,24551,20008,3712,140,53,51,6,26,555,21968,20333,1247,166,111,140,3,22310,20610,1386,91,105,115,0,8,12504,5307,6919,9639,3289,6350,11991,2819,8531,11726,3693,7291,11670,4120,7126,11375,2692,8683,9207,2755,5967,11632,3331,7917,12941,3361,9334,12891,2406,7971,12720,3451,9269,0.0,18,,,,
83,18059,Hancock County,-85.7731503,39.8225286,795194851.0,792425161.0,2769690.0,70002,65859,1216,1758,796,443,35,73830,68493,1674,2237,914,461,54,75138,69410,1776,2513,939,471,0,79840,71106,2202,3297,1375,1565,103,76614,70403,1931,2744,1033,488,0,80170,72422,2326,3440,1186,514,0,51664,49141,725,1028,490,301,22,55550,52530,748,1338,489,389,0,56780,53395,913,1512,519,394,0,60833,55126,1353,2055,940,1127,60,60833,55126,1353,1711,608,98,27,121,1789,58024,54307,1046,1603,571,421,0,61015,56500,1209,2237,686,398,0,0,33605,11853,21298,32093,9296,22797,36496,8904,25074,36398,10775,23196,36315,12350,22681,35298,8184,27114,30266,9770,19097,37284,11136,24761,42907,12895,28996,42809,8538,25647,41895,12324,29571,0.0,18,,,,
84,18135,Randolph County,-85.0057896,40.1640793,1174077062.0,1171656774.0,2420288.0,26171,24895,790,221,108,182,19,25076,23428,845,378,77,211,0,24926,23125,863,410,52,255,24,24502,22325,1156,311,151,474,19,24694,22782,899,350,110,245,28,24586,22606,990,339,130,272,32,19788,19059,450,91,61,130,9,18970,18355,261,213,10,138,0,18880,18220,291,198,10,141,0,18990,17688,625,148,76,344,9,18990,17688,625,86,44,36,0,44,467,18678,18094,254,115,8,123,0,18675,18045,396,66,4,148,15,14,10935,4839,5788,9967,3750,6217,10524,2446,7517,10257,3230,6411,10199,3621,6094,9950,2447,7503,8109,2467,5137,10141,2795,6934,11068,2513,8312,10994,1863,7399,10583,2589,7994,33961.113388951744,18,,,,
85,18077,Jefferson County,-85.44009,38.7836039,940196904.0,934053824.0,6143080.0,32428,30463,755,743,279,195,19,32237,29926,876,861,322,211,10,32207,29820,901,885,337,213,10,33147,30023,1111,871,399,578,43,32167,29727,918,909,341,336,0,33057,30442,1012,988,387,299,13,25094,23830,434,472,198,157,15,25355,24035,445,526,145,182,0,25375,24005,415,546,214,173,0,26165,24005,693,594,279,448,23,26165,24005,693,440,219,71,10,80,647,25337,24008,364,574,86,201,0,26195,24745,472,642,113,173,0,85,13542,6255,7053,12780,5688,7092,13653,4326,8546,13431,5424,7541,13223,5373,7505,12771,4424,8347,11242,4313,6345,13340,4801,8148,14690,4731,9663,14537,3711,9076,13882,4591,9291,41729.1138316683,18,,,,
86,18167,Vigo County,-87.3903754,39.4291426,1063061562.0,1045344987.0,17716575.0,107848,93550,2469,8887,2173,948,112,107693,92262,2826,9304,2556,1160,188,107459,91866,2886,9384,2605,1113,143,106153,88137,3239,9203,2604,2252,121,107305,91459,2971,9416,2663,1045,163,106355,90210,2999,9165,2725,940,143,84799,74380,1771,6382,1655,721,62,83450,73445,1570,6410,1068,665,45,83475,73200,1780,6439,1097,691,70,84465,71061,2247,6764,2070,1724,79,84465,71061,2247,5916,1710,275,24,417,2815,83326,73090,1767,6537,1087,653,60,83010,72600,1872,6572,1196,693,115,52,44031,25040,18121,39059,19683,19376,40127,15931,21937,39856,21028,16581,39722,21841,16772,38035,17514,20521,31658,15171,14813,39022,18217,19540,43568,18123,24545,43335,13999,25917,40246,17474,22772,47648.28228432165,18,,,,
87,18039,Elkhart County,-85.8639864,41.6006928,1212038033.0,1199580232.0,12457801.0,197559,152555,27886,13745,2597,1830,208,203604,152835,31761,14594,2879,2274,398,204507,152931,32581,14772,2978,2095,373,207047,145039,39594,15237,3336,5089,247,205184,152461,33339,15417,3006,2067,305,206841,151411,35681,15228,3269,2270,274,141384,115465,15667,7908,1664,1190,126,136555,116175,9726,8180,1286,1050,58,137895,116320,10589,8262,1480,1050,74,150481,111800,24203,9133,2255,3570,139,150481,111800,24203,7556,1772,298,38,437,4377,138961,116333,11736,8195,1413,1041,42,140735,116165,13517,8075,1664,1071,48,354,71705,31398,39396,66660,24349,42311,66239,20740,41867,66129,23416,39291,65861,23749,40161,65208,17371,47837,53887,21062,31164,66523,23333,41340,74321,26108,46972,74425,20512,46223,73775,25171,48604,33453.33448016962,18,,,,
88,18043,Floyd County,-85.9118469,38.3180811,387271244.0,384564471.0,2706773.0,74576,66503,1972,4753,965,531,55,76807,67654,2421,5334,1079,569,44,77373,67959,2536,5296,1145,513,46,80484,67970,3082,6039,1458,1818,99,77879,68157,2664,5593,1179,515,48,80191,69459,2999,5811,1330,681,87,56646,51776,1145,2813,602,384,35,58498,53374,1059,3136,496,461,0,58959,53654,1098,3161,616,436,0,62345,54211,1880,3735,1013,1348,57,62345,54211,1880,3029,755,135,8,159,2168,59555,54036,1266,3244,539,460,0,61240,55280,1342,3391,671,436,0,139,36595,16263,19957,34634,14786,19848,37842,13945,21432,37604,15504,20735,37010,15176,20783,35740,13558,22182,31825,14070,16588,37810,15510,21166,41761,17511,23400,41589,14948,24972,40826,16894,23932,16449.619361583456,18,,,,
89,18087,LaGrange County,-85.4278448,41.6424623,1001554887.0,983236299.0,18318588.0,37128,35290,1317,182,196,176,10,38942,36716,1544,120,245,417,33,39197,36894,1587,263,124,513,22,40446,37834,1733,247,133,404,35,39537,37181,1639,280,266,356,19,40364,37817,1754,327,222,367,0,24322,23328,710,65,109,124,4,25615,24710,475,66,103,270,4,25945,24940,560,142,40,268,4,27020,25362,1061,134,86,285,14,27020,25362,1061,66,58,34,0,21,418,26268,25197,619,129,64,155,0,27065,25845,815,134,39,140,0,109,9592,3659,5697,9113,2885,6228,9666,2080,7025,9624,2782,6222,9614,2951,6315,9402,1922,7480,7680,2217,5183,9504,2419,6805,10633,2355,8110,10575,1690,7520,10265,2294,7971,38455.63232361293,18,,,,
90,18061,Harrison County,-86.1037661,38.1864535,1259102015.0,1253823026.0,5278989.0,39364,37984,581,299,228,251,35,39712,37888,730,454,266,260,0,39887,38035,768,468,271,265,0,39654,36702,928,451,336,897,38,40164,38173,805,483,288,264,0,39684,37642,847,558,319,435,8,30057,29241,322,163,137,192,17,30540,29560,304,305,173,212,0,30650,29745,320,250,145,213,0,30603,28693,521,245,209,697,20,30603,28693,521,153,154,80,5,72,925,30912,29928,381,301,129,214,0,30620,29570,388,354,107,242,0,10,18512,7676,10548,17240,6605,10635,18558,4783,12943,18603,6580,11442,18411,6303,11690,17734,4895,12839,15617,5131,9847,18496,5604,12457,20231,5343,14565,20199,4514,14083,19730,5493,14237,75233.4987327797,18,,,,
91,18083,Knox County,-87.4203544,38.688391,1356877763.0,1335984786.0,20892977.0,38440,36154,590,1220,281,222,24,37409,34727,717,1340,365,247,57,37065,34360,752,1349,377,250,26,36282,33027,1005,1039,366,632,55,36833,33787,834,1327,388,246,19,36148,32766,924,1277,417,245,42,30248,28585,335,961,199,183,13,29150,27400,440,913,217,209,15,28860,27115,434,928,176,212,25,28289,25954,677,727,265,501,46,28289,25954,677,566,214,63,12,73,730,28611,26914,399,857,182,224,23,27890,26385,453,740,66,192,40,18,16245,7249,8641,14738,5179,9559,15602,3772,11077,15131,6503,7816,15400,8597,6511,14011,4206,9805,12623,3976,7875,14931,5284,9254,16004,4067,11655,15840,2809,11210,15422,4881,10541,88629.24428280647,18,,,,
