idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
114,18035000400,4,-85.3879593,40.1827145,1147983.0,1147983.0,0.0,1967,1315,49,567,21,22,13,1634,1348,77,164,0,48,0,1554,1340,112,111,0,0,0,1658,1180,50,371,7,67,2,1463,1276,92,104,0,0,0,1566,1358,162,53,0,0,0,1438,1005,29,382,14,21,8,1200,985,44,134,0,35,0,1105,1005,35,69,0,0,0,1259,947,36,217,3,58,0,1259,947,36,202,3,1,0,0,70,1074,986,31,57,0,0,0,1085,1010,60,25,0,0,0,0,589,478,97,517,425,92,503,297,172,497,324,136,488,332,131,473,309,164,366,248,95,465,295,149,485,273,203,480,240,194,476,282,194,0.0,18,18035,,,
115,18035000500,5,-85.4234599,40.1794879,5765515.0,5709845.0,55670.0,4274,4006,63,159,17,22,5,4127,3911,59,142,0,15,0,3995,3738,89,152,0,16,0,3895,3292,93,382,25,97,6,3784,3385,219,106,0,17,0,3590,3153,222,149,21,7,15,3359,3209,40,80,10,15,3,3130,3055,4,59,0,10,0,2990,2885,25,64,0,10,0,2954,2624,50,185,9,68,5,2954,2624,50,136,5,5,3,8,123,2974,2749,143,70,0,10,0,2825,2540,170,110,0,8,0,0,1643,1027,588,1355,830,525,1484,615,770,1456,716,633,1445,767,610,1400,658,742,1160,603,479,1400,652,682,1433,569,843,1426,458,796,1401,615,786,0.0,18,18035,,,
116,18035000600,6,-85.4007155,40.1891304,1388550.0,1346083.0,42467.0,1673,1310,40,285,14,35,0,1439,1155,51,184,0,23,0,1503,1232,7,181,19,26,0,1648,1237,53,285,20,46,5,1479,1112,0,225,11,91,0,1378,814,181,364,10,38,11,1392,1101,29,228,12,31,0,1075,900,15,149,0,15,0,1110,935,0,145,20,15,0,1335,1044,37,198,11,41,3,1335,1044,37,151,1,5,0,2,95,1160,876,0,194,10,84,0,1145,730,105,274,8,24,0,0,501,381,109,377,275,102,413,253,113,405,252,112,399,264,107,395,249,146,333,228,82,420,274,119,491,322,152,485,269,165,484,330,154,0.0,18,18035,,,
117,18035000800,8,-85.4278531,40.1910237,3835594.0,3769093.0,66501.0,4296,3819,110,271,68,29,7,4461,4069,46,303,29,14,0,4678,4130,277,168,89,14,0,4048,3374,178,357,53,59,6,4485,4011,214,184,48,6,0,4332,3651,182,307,71,11,0,3462,3165,63,164,50,24,2,3755,3505,30,185,30,15,0,3800,3525,55,110,90,15,0,3349,2880,111,248,44,44,2,3349,2880,111,212,29,4,0,10,103,3691,3469,52,136,36,2,0,3645,3325,50,219,35,8,0,0,1895,1104,765,1776,993,783,1791,878,767,1772,934,724,1758,1023,669,1691,799,892,1577,912,570,1752,964,713,1869,1058,772,1857,800,878,1814,1001,813,0.0,18,18035,,,
118,18035000902,9.02,-85.4051261,40.2025512,1331780.0,1330387.0,1393.0,6875,6002,164,484,179,28,41,5298,4203,288,546,203,41,28,5457,4222,292,638,238,74,18,5358,4099,389,681,182,16,5,5683,4296,354,767,258,77,8,5086,3720,226,792,287,167,9,6566,5762,150,453,154,27,29,5130,4215,220,525,105,44,10,5255,4205,230,615,110,74,10,5336,4090,386,680,173,13,5,5336,4090,386,591,139,5,2,12,111,5466,4291,289,715,99,64,0,4905,3675,225,750,145,155,0,10,1674,1112,545,1192,764,428,905,547,252,887,521,303,883,580,260,842,504,338,773,551,179,812,532,234,709,502,186,704,416,228,696,483,213,0.0,18,18035,,,
119,18015959300,9593,-86.4940146,40.6307407,272955675.0,272011555.0,944120.0,3023,2970,18,18,6,11,1,2846,2763,48,32,0,0,3,2861,2720,93,46,0,0,2,2982,2851,62,25,15,33,2,2921,2732,152,37,0,0,0,3102,2942,141,15,0,2,4,2241,2211,11,5,5,9,1,2150,2120,15,10,0,0,4,2225,2150,50,19,0,0,4,2225,2159,30,8,8,17,0,2225,2159,30,3,4,4,0,0,25,2311,2194,84,8,0,0,0,2475,2370,99,4,0,4,0,0,1388,589,753,1181,392,789,1307,251,977,1305,357,844,1303,430,817,1275,255,1020,1037,298,684,1267,311,905,1363,282,1057,1365,185,877,1357,306,1051,0.0,18,18015,,,
120,18015959500,9595,-86.747831,40.6427954,34431812.0,30683964.0,3747848.0,2427,2332,75,12,5,14,0,2550,2390,29,53,46,58,13,2577,2439,26,44,40,46,9,2563,2379,86,30,20,49,0,2673,2562,32,21,37,45,12,2627,2545,10,48,46,36,0,1910,1860,45,7,3,9,0,2165,2045,33,15,35,45,0,2235,2130,28,10,30,35,0,2128,1989,65,23,16,34,0,2128,1989,65,12,7,5,0,2,48,2359,2260,32,8,24,31,0,2350,2295,10,0,14,8,0,20,1079,489,573,988,375,613,1105,271,758,1100,334,685,1100,384,664,1064,277,787,914,280,587,1132,323,757,1280,329,926,1272,234,839,1276,345,931,0.0,18,18015,,,
121,18015959900,9599,-86.4455813,40.4918686,155158097.0,155137510.0,20587.0,2684,2603,56,8,7,10,2,2512,2498,14,0,0,0,0,2646,2631,0,15,0,0,0,2646,2512,54,13,14,30,2,2733,2663,0,45,0,25,0,2793,2683,26,31,0,53,0,2015,1982,28,0,3,5,1,1845,1830,15,0,0,0,0,1970,1970,0,0,0,0,0,1981,1911,31,1,10,18,1,1981,1911,31,0,5,0,0,4,30,2079,2061,0,0,0,25,0,2120,2065,8,0,0,40,0,0,1333,471,826,1153,310,843,1338,221,1032,1340,321,916,1333,386,895,1305,242,1063,1073,248,791,1307,278,987,1428,247,1154,1435,171,942,1425,286,1139,0.0,18,18015,,,
122,18015959400,9594,-86.6692293,40.6690156,187530304.0,185707675.0,1822629.0,2592,2494,66,4,5,12,1,2684,2613,20,1,20,32,19,2726,2710,9,1,1,7,0,2584,2401,62,21,17,48,2,2568,2550,8,1,1,10,0,2552,2463,53,3,0,5,0,2019,1958,31,3,5,8,1,2100,2055,19,0,0,10,0,2015,2005,4,0,0,4,0,1989,1875,30,1,15,38,0,1989,1875,30,0,5,0,0,8,71,1973,1960,2,0,0,12,0,1915,1895,15,4,0,4,0,0,1127,496,599,999,366,633,1176,276,834,1181,348,752,1173,404,727,1150,289,861,945,294,615,1177,330,809,1284,330,935,1287,232,826,1271,333,938,0.0,18,18015,,,
123,18015959700,9597,-86.6104437,40.5260678,253630088.0,253173164.0,456924.0,3433,3292,92,16,13,19,0,3140,2989,82,0,68,0,0,3174,3008,158,0,19,0,0,3327,3116,101,20,14,65,4,3248,3014,206,0,39,0,0,3186,2938,211,0,12,10,0,2546,2462,54,4,8,16,0,2410,2350,30,0,30,0,0,2435,2330,94,0,10,0,0,2489,2356,61,9,5,48,1,2489,2356,61,4,1,0,0,4,63,2538,2379,129,0,26,0,0,2395,2250,120,0,10,10,0,0,1430,606,784,1228,414,814,1416,306,1024,1413,417,886,1411,478,885,1378,314,1064,1095,328,713,1388,369,973,1529,345,1161,1532,242,988,1527,374,1153,0.0,18,18015,,,
124,18015959600,9596,-86.6734313,40.581004,12138638.0,11954026.0,184612.0,3241,2855,329,33,8,38,1,3545,2913,575,22,0,11,0,3399,2836,513,23,0,0,0,3381,2836,358,92,20,78,0,3303,2738,452,22,67,0,0,3294,2710,465,6,69,11,0,2411,2177,202,12,5,30,0,2440,2270,140,24,0,10,0,2405,2250,139,24,0,0,0,2549,2209,218,57,19,62,0,2549,2209,218,37,15,14,0,6,50,2091,1956,110,23,4,0,0,2255,2060,165,4,10,14,0,0,1271,619,623,1097,438,659,1272,346,848,1256,427,733,1250,476,717,1203,330,873,960,350,547,1257,403,795,1399,419,940,1402,304,830,1392,437,955,0.0,18,18015,,,
125,18097342300,3423,-86.2380402,39.7313741,5376829.0,5376829.0,0.0,6436,5493,512,369,38,65,7,6746,5253,874,731,0,0,0,6536,5359,959,306,25,53,0,6860,4667,1375,624,48,224,10,6678,4731,1447,660,25,49,0,6539,4504,1306,782,17,33,0,4790,4190,301,253,27,49,3,4490,3963,237,290,0,0,0,4448,4147,150,95,0,30,0,5075,3711,809,399,38,163,4,5075,3711,809,352,33,13,0,6,151,4331,3814,150,319,0,25,0,4160,3575,115,435,0,14,0,15,1451,741,669,1232,558,674,1399,436,863,1390,529,730,1387,574,739,1351,479,872,971,391,531,1334,504,778,1457,496,931,1470,425,751,1453,576,877,0.0,18,18097,,,
126,18097342400,3424,-86.2183709,39.7390625,9756705.0,9535297.0,221408.0,1609,1448,112,26,8,14,4,1435,1273,136,26,0,0,0,1570,1361,186,23,0,0,0,1575,1132,330,73,10,33,4,1546,1283,153,10,0,0,0,1621,1150,345,21,0,26,0,1183,1092,62,12,7,11,3,1010,955,30,25,0,0,0,1110,1065,20,20,0,0,0,1151,891,178,51,10,25,4,1151,891,178,42,7,0,0,0,33,1155,1131,20,8,0,0,0,1045,965,30,20,0,25,0,0,314,153,153,255,114,141,299,76,206,295,89,173,293,105,172,287,84,203,197,70,118,282,93,178,313,93,214,308,87,162,308,111,197,0.0,18,18097,,,
127,18097342500,3425,-86.2353634,39.7564179,3359522.0,3359522.0,0.0,4699,3909,518,229,15,45,8,4681,2889,1260,275,48,68,0,4848,2778,1398,455,46,46,0,5004,2867,1578,409,46,163,1,4618,2870,961,539,49,103,0,5091,3328,1092,342,168,82,0,3482,3022,304,131,14,29,4,2835,2360,220,154,25,70,0,2875,2245,320,254,35,25,0,3628,2332,935,231,30,122,1,3628,2332,935,201,16,17,0,10,117,2656,2112,241,215,30,58,0,2755,2435,150,133,20,15,0,0,1251,717,514,1059,562,497,1225,443,695,1214,518,581,1214,542,602,1187,462,725,848,390,423,1138,478,616,1190,455,715,1192,395,581,1186,518,668,0.0,18,18097,,,
128,18097342600,3426,-86.2043727,39.7555077,3201823.0,3201823.0,0.0,3418,2328,732,316,20,35,6,3495,1719,1164,550,0,58,0,3754,1790,1443,442,0,91,0,3490,1768,1296,358,22,85,10,3780,2037,1119,520,0,85,0,3509,2005,1330,150,0,8,0,2448,1807,425,183,12,29,5,1795,1415,185,150,0,45,0,1820,1480,160,99,0,84,0,2512,1444,787,228,17,63,8,2512,1444,787,188,6,2,0,0,85,2201,1709,228,169,0,86,0,2195,1765,320,105,0,10,0,0,513,314,183,510,311,199,565,242,283,551,283,220,552,282,243,546,265,281,378,187,164,538,264,250,591,280,307,597,252,257,596,314,282,0.0,18,18097,,,
129,18097350100,3501,-86.1908337,39.8119122,1938652.0,1673239.0,265413.0,1310,98,20,1181,7,6,2,1296,191,118,1017,32,0,0,1257,166,142,1001,28,0,0,1390,202,164,986,31,41,1,1259,128,81,1018,32,0,0,1460,360,112,960,28,0,0,1008,85,14,902,7,5,2,1045,170,35,805,35,0,0,970,125,45,770,30,0,0,1093,171,106,786,26,24,0,1093,171,106,755,19,2,0,7,33,920,128,9,745,29,0,0,990,275,35,650,30,0,0,0,803,776,20,701,680,21,598,560,24,595,547,34,597,555,31,590,538,52,474,445,16,568,528,31,577,529,41,579,480,80,579,530,49,0.0,18,18097,,,
130,18097350300,3503,-86.1592091,39.8211605,677826.0,677826.0,0.0,1959,328,50,1575,9,20,1,2525,636,84,1763,25,17,0,2559,711,102,1705,24,18,0,2511,592,193,1688,28,69,5,2290,466,106,1596,26,15,0,2818,651,228,1805,26,7,0,1598,300,34,1257,9,15,1,2030,510,60,1420,20,15,0,1985,525,70,1350,15,15,0,2039,528,149,1316,24,66,2,2039,528,149,1232,9,6,0,17,98,1867,474,72,1285,20,15,0,2065,600,125,1325,20,4,0,0,1073,1022,43,960,929,31,913,833,43,906,825,47,905,844,46,900,826,74,668,612,37,864,794,53,909,829,69,911,757,120,906,825,81,0.0,18,18097,,,
131,18097350400,3504,-86.1443172,39.8217535,1411406.0,1411406.0,0.0,2579,613,55,1885,30,28,2,2876,751,61,1911,85,42,0,2697,864,62,1585,92,55,0,2490,826,187,1459,49,52,3,2605,896,23,1508,122,39,0,2486,1058,22,1391,17,19,0,2051,556,44,1429,19,24,1,2325,700,35,1524,24,40,0,2140,785,35,1249,25,55,0,2021,690,162,1178,34,45,3,2021,690,162,1036,17,8,0,18,90,1998,709,25,1226,13,29,0,2025,880,14,1115,4,10,0,0,1334,1253,75,1314,1224,90,1345,1196,87,1337,1177,112,1333,1205,102,1313,1149,164,1057,958,70,1249,1116,106,1216,1085,109,1218,966,206,1221,1078,143,0.0,18,18097,,,
132,18097370201,3702.01,-86.2531592,39.7018038,4759810.0,4759810.0,0.0,4095,3561,184,272,48,25,3,4289,3768,178,291,0,64,0,4152,3681,195,273,0,59,0,4102,3004,355,571,58,80,3,3545,3005,239,305,0,40,0,3354,2623,329,420,0,11,0,2972,2687,99,132,31,21,3,3096,2779,56,195,0,50,0,3035,2774,50,155,0,45,0,3118,2401,218,354,50,64,2,3118,2401,218,309,35,3,0,11,141,2645,2330,90,184,0,39,0,2605,2275,130,185,0,10,0,0,1243,564,661,1052,410,642,1219,350,773,1207,428,672,1201,482,656,1173,368,805,935,360,536,1162,412,695,1203,410,763,1209,334,668,1200,449,751,0.0,18,18097,,,
133,18097380200,3802,-86.1585,39.7151421,5291049.0,5291049.0,0.0,3117,2239,523,245,96,32,3,3098,2604,242,211,17,24,0,3224,2801,236,159,26,0,6,3291,2353,348,391,129,63,0,3175,2477,216,455,27,0,7,3378,2430,167,632,127,22,13,2407,1834,319,170,64,26,2,2400,2135,150,90,10,25,0,2470,2205,135,120,15,0,0,2591,1940,234,290,79,55,0,2591,1940,234,238,75,12,0,15,77,2358,2000,131,214,21,0,0,2415,2020,65,270,40,24,0,0,861,436,411,828,381,447,861,339,459,859,374,423,858,404,419,831,342,489,696,337,336,847,381,434,926,416,487,930,324,475,926,444,482,0.0,18,18097,,,
134,18097380402,3804.02,-86.0950416,39.6991152,2224962.0,2224962.0,0.0,4586,3818,424,262,55,42,13,4969,4303,274,111,293,0,0,4723,4142,255,102,236,0,0,4867,3049,772,617,324,128,3,5121,4548,349,125,111,0,0,4846,4027,281,473,51,34,0,3404,2959,246,147,39,24,12,3449,3229,85,100,30,0,0,3393,3198,90,75,25,0,0,3614,2439,503,392,204,84,3,3614,2439,503,340,183,3,3,17,126,3394,3183,88,99,26,0,0,3175,2845,35,280,0,15,0,0,1535,772,742,969,393,576,1653,588,942,1637,670,844,1630,718,839,1590,584,1006,1245,554,633,1574,668,836,1644,725,878,1651,571,814,1638,747,891,0.0,18,18097,,,
135,18097380501,3805.01,-86.1208476,39.6973992,2070366.0,2070366.0,0.0,2527,2122,265,66,56,15,0,2449,2123,264,58,0,11,0,2164,1991,132,37,0,0,0,2639,1657,524,147,244,83,8,2247,2008,148,88,0,0,0,2472,1985,318,150,0,6,13,1929,1688,156,41,32,14,0,1830,1735,50,35,0,0,0,1725,1650,55,25,0,0,0,1940,1367,270,101,141,64,6,1940,1367,270,73,120,5,1,7,97,1808,1711,56,35,0,0,0,1680,1530,45,95,0,4,15,0,884,393,476,854,312,542,949,304,569,942,354,511,938,393,511,914,318,596,748,318,393,912,351,525,960,371,573,967,281,530,961,377,584,0.0,18,18097,,,
136,18019050706,507.06,-85.6803436,38.3728114,41308269.0,41038449.0,269820.0,3777,3303,102,292,61,20,17,4199,3479,162,515,0,2,0,4110,3381,232,425,9,4,0,5685,4522,266,609,147,119,7,4311,3524,298,378,0,16,0,5429,4398,160,783,2,23,0,2794,2481,64,194,43,15,10,2998,2520,93,388,1,3,0,2890,2369,128,380,11,3,0,4223,3448,156,421,98,79,5,4223,3448,156,364,75,5,3,22,150,3110,2591,183,322,0,14,0,3960,3260,120,574,4,8,0,0,1723,739,967,1912,777,1135,2602,930,1432,2482,1015,1367,2443,949,1432,2335,851,1484,2229,1037,1102,2712,1120,1498,3320,1438,1817,3290,1142,1998,3176,1341,1835,5549.103720703871,18,18019,,,
137,18019050505,505.05,-85.7874937,38.3157232,2951447.0,2851763.0,99684.0,1642,1497,61,62,13,11,1,1730,1632,57,10,10,12,0,1836,1604,86,103,8,27,0,1809,1500,115,126,27,58,4,1970,1641,98,177,6,40,0,1847,1510,56,233,12,23,0,1318,1230,37,39,9,8,1,1400,1325,44,10,10,10,0,1480,1365,14,65,10,25,0,1457,1250,75,76,16,42,1,1457,1250,75,49,12,9,0,7,55,1660,1441,17,143,5,39,0,1525,1335,10,140,10,25,0,0,887,412,467,808,380,428,855,350,453,849,391,429,842,380,432,813,342,471,712,332,348,860,385,445,955,428,507,955,353,548,925,429,496,0.0,18,18019,,,
138,18019050705,507.05,-85.675094,38.328889,14662305.0,13912094.0,750211.0,1780,1573,52,107,31,12,4,1609,1366,53,169,3,1,0,1577,1332,79,141,6,3,0,2030,1649,90,206,31,40,6,1623,1264,99,230,25,5,0,2038,1484,198,330,14,12,0,1392,1265,34,62,19,6,2,1187,1025,31,126,3,1,0,1155,971,41,124,8,1,0,1636,1373,56,141,25,26,6,1636,1373,56,122,17,0,4,7,57,1302,1078,55,135,22,3,0,1510,1220,85,184,15,14,0,0,997,445,539,904,391,513,935,346,549,932,399,496,907,377,504,870,330,540,859,393,439,957,404,531,1091,466,610,1086,381,645,1041,445,596,4170.512341826472,18,18019,,,
139,18097350500,3505,-86.1234158,39.8215026,1583504.0,1583504.0,0.0,2136,43,34,2053,12,21,0,2262,112,348,1808,0,12,0,2180,156,369,1669,0,7,0,2395,109,280,1975,11,30,3,2379,153,348,1893,0,0,0,2384,281,237,1866,12,24,0,1618,38,15,1550,9,15,0,1685,75,44,1559,0,8,0,1510,119,49,1338,0,4,0,1713,87,147,1454,4,29,2,1713,87,147,1417,1,1,0,16,44,1620,110,22,1486,0,0,0,1540,204,35,1290,0,0,0,10,1237,1224,7,1146,1142,4,869,830,23,852,802,32,850,812,23,847,795,52,657,630,16,796,762,23,794,754,33,800,718,71,799,752,47,0.0,18,18097,,,
140,18097350600,3506,-86.0962752,39.8207012,2419320.0,2419320.0,0.0,4640,122,122,4382,19,35,7,4728,174,242,4323,38,0,0,5336,421,271,4653,37,0,0,4406,246,508,3632,24,88,5,5484,325,164,4957,42,47,0,5417,250,301,4792,31,87,0,3586,105,83,3388,12,25,6,3660,150,88,3380,0,0,0,3915,395,93,3400,0,0,0,3441,190,293,2944,21,56,3,3441,190,293,2849,12,8,3,1,85,4160,307,77,3683,0,43,0,3940,220,165,3485,0,90,0,25,2786,2736,31,2505,2489,16,2083,2005,52,2079,1958,64,2080,1990,60,2062,1947,115,1652,1579,44,1931,1855,55,1854,1781,58,1860,1684,146,1867,1800,67,0.0,18,18097,,,
141,18097351000,3510,-86.1577169,39.8136035,1101526.0,1101526.0,0.0,2359,579,54,1691,36,24,1,2554,550,28,1895,42,55,0,2620,631,42,1864,55,52,0,2555,777,181,1558,43,53,4,2609,874,48,1606,42,39,0,2415,1263,57,1040,30,39,0,1853,507,40,1269,32,20,1,1835,490,14,1250,25,50,0,1945,560,45,1260,30,40,0,1898,640,115,1116,28,29,0,1898,640,115,1060,10,5,0,11,57,1862,662,50,1084,24,39,0,1670,855,55,720,15,40,0,0,1345,1237,98,1123,1035,88,1076,955,74,1067,916,101,1069,966,83,1043,912,131,918,829,59,1077,960,92,1157,1040,103,1171,943,191,1168,1042,126,0.0,18,18097,,,
142,18097351200,3512,-86.1745308,39.8050931,1815622.0,1810521.0,5101.0,2299,73,61,2181,4,18,2,2523,42,158,2323,0,23,0,2690,67,199,2424,0,6,0,2381,125,254,1963,22,44,10,2784,131,197,2456,0,6,0,2727,217,382,2166,0,9,0,1663,61,33,1571,3,16,1,1630,35,24,1549,0,4,0,1570,45,35,1489,0,4,0,1702,108,163,1410,15,26,10,1702,108,163,1349,3,9,6,9,55,1728,104,18,1587,0,4,0,1775,205,34,1544,0,10,0,0,1215,1189,15,1034,1033,1,914,857,28,905,836,36,900,849,30,891,831,60,683,639,22,821,775,30,792,744,38,798,680,93,798,751,47,0.0,18,18097,,,
143,18097351500,3515,-86.1595472,39.8058778,1199910.0,1199910.0,0.0,1864,432,63,1351,25,9,0,1940,496,111,1290,65,23,11,1740,528,66,1087,59,25,0,2023,620,192,1148,46,36,1,1653,717,11,880,45,0,0,1977,811,87,1092,13,94,0,1448,387,47,990,25,8,0,1530,485,55,939,30,0,0,1425,520,50,819,25,0,0,1558,552,128,835,35,27,0,1558,552,128,790,23,0,0,2,63,1425,704,10,678,35,0,0,1635,785,50,730,14,8,0,25,929,861,57,825,771,54,749,666,46,749,641,74,745,661,66,737,647,90,600,557,31,739,661,63,803,722,74,800,633,143,806,714,92,0.0,18,18097,,,
144,18097351600,3516,-86.1566739,39.7994958,1016308.0,1016308.0,0.0,1989,956,67,921,50,16,1,2340,1418,113,762,29,24,0,2395,1509,134,709,27,9,0,2293,1364,129,656,103,35,5,2553,1800,175,560,14,12,0,2589,1863,154,370,131,82,0,1614,860,51,662,38,13,1,1910,1180,65,605,30,0,0,1940,1240,85,580,25,0,0,1964,1204,94,550,89,24,1,1964,1204,94,511,70,0,0,6,79,2004,1416,111,450,14,3,0,1950,1450,100,305,55,25,0,10,1067,893,163,1040,847,193,1169,923,152,1168,868,235,1166,917,213,1136,860,276,1062,900,127,1185,955,189,1297,1087,185,1307,888,355,1298,1058,240,0.0,18,18097,,,
145,18097351700,3517,-86.1404631,39.8027566,2365833.0,2365833.0,0.0,2279,520,68,1665,27,17,0,2352,831,91,1432,16,5,7,2315,860,113,1306,44,16,8,2642,995,134,1442,54,34,1,2427,1237,52,1101,67,20,25,2629,1199,28,1329,51,76,0,1729,440,46,1218,19,15,0,1705,620,74,1000,0,4,0,1765,620,75,1035,20,14,0,2057,799,88,1117,38,25,1,2057,799,88,1063,28,2,0,7,70,1861,950,39,828,30,16,0,2110,930,20,1095,40,80,0,0,1167,1081,75,1149,1036,113,1131,971,91,1125,929,147,1128,963,134,1105,916,189,1043,926,89,1169,1009,131,1324,1152,150,1338,985,298,1324,1141,183,0.0,18,18097,,,
146,18097352100,3521,-86.1093343,39.8034527,1565012.0,1565012.0,0.0,2053,100,94,1867,9,15,2,2104,208,199,1637,0,23,51,1929,295,183,1418,0,33,0,2121,185,420,1493,13,61,6,2127,345,159,1584,0,32,0,1922,356,216,1307,0,43,0,1499,77,57,1370,5,10,2,1390,99,74,1195,0,20,0,1250,130,70,1045,0,4,0,1459,138,227,1085,5,33,3,1459,138,227,1022,2,0,0,12,58,1409,131,73,1185,0,10,0,1235,165,90,960,0,14,0,0,1045,1027,12,895,892,3,767,731,14,766,728,15,764,743,12,762,728,34,539,517,7,687,659,18,669,621,39,673,577,71,670,626,44,0.0,18,18097,,,
147,18135951500,9515,-85.1072036,40.2567562,217709306.0,217136563.0,572743.0,3089,3006,23,13,20,26,3,2764,2728,12,5,20,4,0,2808,2662,9,9,9,3,0,2903,2756,37,17,12,69,0,2754,2625,7,7,4,0,0,2655,2514,23,26,5,4,0,2335,2300,11,2,10,18,1,2135,2130,0,0,0,4,0,2185,2175,0,4,0,4,0,2265,2178,23,2,9,44,0,2265,2178,23,0,6,10,0,4,44,2147,2138,0,0,0,0,0,2155,2110,15,24,0,4,0,0,1347,613,688,1239,447,792,1354,286,1004,1324,394,860,1300,449,811,1286,294,992,1053,295,704,1299,331,924,1403,276,1095,1399,213,923,1345,305,1040,0.0,18,18135,,,
148,18135951400,9514,-84.908777,40.245603,238465265.0,237927458.0,537807.0,2627,2552,36,16,14,14,0,2317,2242,23,24,0,28,0,2499,2452,20,0,0,27,0,2445,2301,59,29,21,31,2,2553,2469,0,0,74,10,0,2646,2562,53,0,24,7,0,2028,1982,26,5,9,10,0,1845,1780,14,25,0,30,0,1950,1910,14,0,0,25,0,1887,1804,25,16,7,26,0,1887,1804,25,8,5,5,0,6,34,1853,1844,0,0,0,8,0,1900,1895,4,0,0,8,0,0,1225,491,697,1142,398,744,1189,249,884,1156,325,766,1150,369,738,1131,237,894,935,260,624,1147,293,813,1246,270,956,1243,189,861,1194,278,916,9610.317913068944,18,18135,,,
149,18097352300,3523,-86.0931306,39.807044,2394909.0,2394909.0,0.0,1477,97,46,1331,4,5,0,1112,137,48,900,0,27,0,1090,146,83,837,0,24,0,1604,129,288,1171,9,22,0,1120,124,35,929,0,36,0,1186,70,27,1089,0,16,0,1097,76,30,993,4,5,0,900,115,30,734,0,25,0,890,120,50,700,0,25,0,1141,110,161,862,5,11,0,1141,110,161,831,5,4,0,13,17,991,97,24,834,0,34,0,950,70,10,865,0,15,0,0,795,775,15,619,617,2,559,531,16,553,515,18,554,527,23,553,519,34,419,393,15,511,486,18,504,470,25,502,441,45,501,473,28,0.0,18,18097,,,
